CustomerID,NoOfInvoices,NoOfUniqueItems,MeanQuantityPerInvoice,MeanSpendingPerInvoice,MeanUniqueItemsPerInvoice,UnitPriceMean,UnitPriceStd,TotalQuantity
12347,7,103,351.14285714285717,615.7142857142857,26.0,2.644010989010989,2.255381008076303,2458
12348,4,22,585.25,449.31,6.75,5.764838709677418,13.400323347085758,2341
12349,1,73,631.0,1757.55,73.0,8.289041095890411,35.02802117053271,631
12350,1,17,197.0,334.40000000000003,17.0,3.841176470588235,9.334750855240422,197
12352,8,59,67.0,313.25499999999994,10.375,15.930705882352962,53.70632399998194,536
12353,1,4,20.0,89.0,4.0,6.074999999999999,4.516174634946409,20
12354,1,58,530.0,1079.4,58.0,4.503793103448273,4.342805636745455,530
12355,1,13,240.0,459.4,13.0,4.203846153846154,3.4644901944863844,240
12356,3,53,530.3333333333334,937.1433333333334,19.666666666666668,3.201186440677965,3.9638535259246632,1591
12357,1,131,2708.0,6207.669999999996,131.0,3.3486259541984684,3.548572359383803,2708
12358,2,13,124.0,584.03,9.5,8.274210526315791,11.483583120548642,248
12359,4,214,405.5,1593.145,60.75,8.620403225806458,20.613950364603127,1622
12360,3,105,388.3333333333333,887.3533333333334,43.0,3.5496899224806207,6.400394389457637,1165
12361,1,10,91.0,189.89999999999998,10.0,3.335,4.129571540863665,91
12362,10,201,222.9,522.623,26.6,3.9409398496240615,4.1170938940249275,2229
12363,2,23,204.0,276.0,11.5,2.311739130434783,2.4585576928056323,408
12364,4,70,376.5,328.275,21.25,1.9102352941176435,3.29279551823826,1506
12365,2,22,87.0,320.69,11.0,17.150454545454547,67.84281008873329,174
12367,1,11,173.0,168.9,11.0,3.2,5.0844311382887275,173
12370,4,143,588.25,886.4225000000001,41.5,2.8002994011976043,3.3821472157990096,2353
12371,2,63,295.5,943.9800000000001,31.5,3.874285714285715,5.051917462318931,591
12372,3,34,264.6666666666667,432.68,17.333333333333332,3.0013461538461548,3.880862057481637,794
12373,1,14,197.0,364.6,14.0,4.582142857142856,10.219544005009698,197
12374,1,33,342.0,742.93,33.0,4.21969696969697,7.309977549917853,342
12375,2,14,89.0,228.75000000000003,8.5,6.912941176470588,12.565686792166337,178
12377,2,72,472.0,814.0599999999998,38.5,2.7188311688311675,4.650517224778668,944
12378,1,219,2529.0,4008.6200000000013,219.0,2.9974429223744297,2.996434707163832,2529
12379,2,39,203.5,426.12,20.0,2.8662500000000017,3.0531376777812,407
12380,4,77,281.75,681.2025,26.0,3.378653846153845,3.9072909338979334,1127
12381,5,70,161.6,369.062,17.4,4.683218390804597,7.387123853289851,808
12383,5,84,306.4,370.11199999999997,19.8,3.086969696969696,4.1245092359998266,1532
12384,2,26,63.0,292.635,13.5,7.879259259259258,9.820554553480761,126
12386,2,10,177.0,200.95000000000002,5.0,2.391,2.1980620252091767,354
12388,6,57,243.66666666666666,463.4433333333334,16.666666666666668,2.7776999999999985,1.8882758182152746,1462
12390,1,32,353.0,549.8399999999999,32.0,3.9968750000000006,4.704499176320471,353
12391,1,92,300.0,460.88999999999993,92.0,2.4599,2.151341838730123,300
12393,4,47,204.0,395.65000000000003,15.75,2.279687500000001,1.0943113638773525,816
12394,2,26,409.5,636.24,13.5,3.370740740740741,4.237259569694623,819
12395,12,91,176.5,251.55249999999998,13.0,3.9688461538461537,5.288353114160364,2118
12397,2,110,631.5,1204.9499999999998,63.0,3.468253968253965,3.907965829812759,1263
12398,1,85,1394.0,1635.6599999999999,85.0,1.9927058823529418,4.418517955646412,1394
12399,4,47,294.5,277.1625,14.75,2.1145762711864404,3.59063164265291,1178
12401,1,5,11.0,84.3,5.0,9.68,4.7015423001393915,11
12402,1,11,94.0,225.6,11.0,3.2909090909090906,3.9065853492415967,94
12403,1,5,96.0,427.7,5.0,7.080000000000001,6.1142865487315845,96
12405,1,54,857.0,1710.3900000000006,54.0,3.5442592592592597,5.52973560453343,857
12406,2,92,909.0,1707.65,52.0,2.487047619047617,2.5465481628643007,1818
12407,5,57,283.2,341.62399999999997,15.4,3.267402597402597,4.190483392100111,1416
12408,5,81,281.8,577.71,21.0,3.022857142857141,3.507851280256277,1409
12409,3,91,1850.3333333333333,3690.89,36.333333333333336,3.574495412844036,3.5360310681973006,5551
12410,2,26,105.5,346.66499999999996,13.0,6.3353846153846165,7.7426399791126705,211
12412,3,43,276.3333333333333,408.96000000000004,20.333333333333332,2.7137704918032792,3.6180087359091258,829
12413,3,29,95.33333333333333,252.70000000000005,12.666666666666666,4.7984210526315785,5.880625783171972,286
12414,3,16,100.0,187.47000000000003,6.0,8.57,14.565386850943817,300
12415,21,444,3698.5714285714284,5948.3109523809535,34.095238095238095,2.9288826815642497,13.214084830615118,77670
12417,9,158,172.44444444444446,405.4555555555555,21.333333333333332,5.337916666666669,5.252545614040316,1552
12418,1,34,407.0,668.5799999999997,34.0,3.5644117647058837,3.2194345364369275,407
12420,1,29,345.0,600.3900000000001,29.0,4.707241379310346,4.092508745563326,345
12421,4,32,121.0,201.76000000000002,11.25,4.520222222222222,7.743129062386063,484
12422,3,39,123.33333333333333,267.8533333333333,13.0,3.2602564102564107,6.334622693528457,370
12423,8,97,167.375,232.41375000000005,15.625,2.9136000000000015,4.1231729873813165,1339
12424,2,30,370.0,880.4800000000001,15.0,2.7806666666666677,1.6074523285328703,740
12425,1,36,496.0,777.1999999999999,36.0,2.5644444444444456,2.484243425436685,496
12426,1,30,258.0,582.7299999999999,30.0,3.9363333333333332,4.266062937710336,258
12427,3,26,177.66666666666666,275.2666666666667,10.333333333333334,4.589032258064516,5.020608432476891,533
12428,9,258,392.8888888888889,884.0511111111111,32.666666666666664,4.627414965986397,16.930564000952696,3536
12429,4,82,389.25,937.6,24.25,3.630721649484533,4.200299653849782,1557
12430,1,11,117.0,256.4,11.0,6.225454545454546,11.685803663964549,117
12431,15,163,194.53333333333333,432.4966666666667,15.666666666666666,3.769025423728818,2.8675863346349186,2918
12432,5,107,360.2,1011.8640000000001,21.6,10.550833333333337,67.34581983190773,1801
12433,7,219,1581.5714285714287,1910.8385714285719,60.0,2.192738095238097,2.246997652764369,11071
12434,2,46,197.0,403.06999999999994,25.0,3.6725999999999988,2.9911453065503117,394
12435,2,31,1027.5,3914.9449999999997,18.0,5.479166666666667,4.3258606905777395,2055
12436,1,16,211.0,509.01000000000005,16.0,5.2675,9.468541950409612,211
12437,18,119,162.38888888888889,275.0783333333333,11.11111111111111,3.9925000000000024,5.144420966972583,2923
12438,2,84,590.0,1453.425,49.0,3.8948979591836728,5.982946080645666,1180
12441,1,11,121.0,173.55,11.0,3.700909090909091,4.959059294957975,121
12442,1,12,182.0,172.06,12.0,3.34,7.822651259469051,182
12444,5,138,231.0,1001.092,35.2,6.322768361581929,7.0508972444448945,1155
12445,1,4,62.0,133.4,4.0,7.9875,13.341999787638034,62
12446,1,58,352.0,1002.3099999999998,58.0,4.277586206896552,3.6684320998739177,352
