CustomerID,NoOfInvoices,NoOfUniqueItems,MeanQuantityPerInvoice,MeanSpendingPerInvoice,MeanUniqueItemsPerInvoice,UnitPriceMean,UnitPriceStd,TotalQuantity
12347,0.3445486840700163,0.4724312060243491,0.16743432476697914,0.15450174143277035,0.2175645027592695,-0.09712460954077258,-0.11342659141294381,0.2550657327088737
12348,-0.04217360481909191,-0.47266363306657305,0.5110165954463359,0.033544640128102925,-0.7931141928150315,0.18878479666098383,0.47773800544897765,0.23151592396613108
12349,-0.42889589370820014,0.1223960804351187,0.5781605906774963,0.9844872046875041,2.6851956036419784,0.4200353718196476,1.6249426186211469,-0.11267358842779976
12350,-0.42889589370820014,-0.5310028206647781,-0.0587900963241123,-0.04998193763554958,-0.254960601665079,0.012551701553355573,0.2620865960430966,-0.20002928923421262
12352,0.47345611369971907,-0.04095364483985551,-0.24958177676238216,-0.06535196188768116,-0.60279158131078,1.120113696240525,2.615701567959743,-0.13179522800524035
12353,-0.42889589370820014,-0.6826847084201113,-0.318560307382372,-0.2283599916186697,-0.9374968636113602,0.2171997039484528,0.006493378772873536,-0.2356559229732335
12354,-0.42889589370820014,-0.05262148235949652,0.42993013126007124,0.4915488293466203,1.897653762934731,0.0732562149059752,-0.002702686205505813,-0.13300291050486818
12355,-0.42889589370820014,-0.5776741707433422,0.004317921051623118,0.04087892930776746,-0.46497175918701167,0.045777077341003454,-0.04929144176355672,-0.1913742313202132
12356,-0.17108103444879466,-0.1109606699577016,0.4304193406970925,0.38814431685222184,-0.11495316331712382,-0.04607991345537543,-0.022803559319871183,0.08055561151265264
12357,-0.42889589370820014,0.7991306565742975,3.6264245927566234,4.219221294301855,5.7303573877100025,-0.03257248929281346,-0.04483144568615413,0.3053858368600332
12358,-0.2999884640784974,-0.5776741707433422,-0.16592696303175614,0.1314708480849323,-0.6487315220187028,0.41867669401996177,0.37606776536673503,-0.1897639879873761
12359,-0.04217360481909191,1.7675611707045018,0.24721040653265128,0.8649833580489757,2.0420364337310595,0.450392558528376,0.8603726371954831,0.08679530442739641
12360,-0.17108103444879466,0.49576688106363115,0.2220161205260592,0.35195261633135966,1.1101119222274833,-0.014152350494557969,0.10643862547694032,-0.005189845960923115
12361,-0.42889589370820014,-0.6126776833022652,-0.21435869729685542,-0.15501709982202416,-0.6224801273284611,-0.03382080827178757,-0.014013327794736154,-0.22136501339430423
12362,0.7312709729591246,1.6158792829491686,-0.02077852306756468,0.0868349020338262,0.24906617638755948,0.021691356482696877,-0.014675183445383103,0.20897251730641161
12363,-0.2999884640784974,-0.46099579554693204,-0.048516698146666995,-0.09243213467146735,-0.5437259432577364,-0.1275651395174771,-0.10264942817008482,-0.15755912133063402
12364,-0.04217360481909191,0.08739256787619565,0.20464918551180647,-0.05443412011577216,-0.031823746798025535,-0.1643482412148202,-0.05839869516874406,0.06344677610125841
12365,-0.2999884640784974,-0.47266363306657305,-0.22022921054110986,-0.059947557521892625,-0.569977337947978,1.2318589276973546,3.365547538041595,-0.2046587388161193
12367,-0.42889589370820014,-0.6010098457826242,-0.09401317578963904,-0.17028172546850143,-0.569977337947978,-0.04618860723154393,0.03663558287712413,-0.20486001923272393
12370,-0.04217360481909191,0.9391447068099897,0.5154194803795268,0.35127600574218854,1.0313577381567587,-0.08280650834326445,-0.0536591856530651,0.23393128896538673
12371,-0.2999884640784974,0.00571770523870855,0.08577129231565371,0.39311380053490824,0.506329844351927,0.015584949477503824,0.03491094998423721,-0.12072480509198527
12372,-0.17108103444879466,-0.33264958283088086,0.0405194193911923,0.02145651038996402,-0.23745967187158468,-0.06438794672645601,-0.02720570125050957,-0.07986488052124378
12373,-0.42889589370820014,-0.5660063332237012,-0.0587900963241123,-0.028029952182044182,-0.41246896980652853,0.08043409640405695,0.30901895062861456,-0.20002928923421262
12374,-0.42889589370820014,-0.3443174203505219,0.1540160087801118,0.246973182143277,0.5850840284226517,0.047229223295010926,0.15468592420757218,-0.1708436288265401
12375,-0.2999884640784974,-0.5660063332237012,-0.21729395391898265,-0.1267775423760412,-0.7012343113991859,0.2939662818054156,0.4334661225170992,-0.20385361714970074
12377,-0.2999884640784974,0.11072824291547768,0.3448076892183816,0.29867664986870207,0.8738493700153092,-0.09027008404337414,0.013619353994978888,-0.04967281803054809
12378,-0.42889589370820014,1.8259003583027067,3.3637191250762366,2.6207605786882473,10.350602853192521,-0.06474553474227594,-0.07411865262345958,0.269356642287803
12379,-0.2999884640784974,-0.2743103952326758,-0.049250512302198804,0.01668813209277874,-0.0974522335236295,-0.07676455465983037,-0.07111093955090644,-0.15776040174723865
12380,-0.04217360481909191,0.16906743051368275,0.06559140303852902,0.20210426882932817,0.2175645027592695,-0.029821534249188382,-0.02580382624775903,-0.012838501791899356
12381,0.08673382481061084,0.08739256787619565,-0.11074413853576426,-0.024786582675635545,-0.23395948591288582,0.08969396218241615,0.15877801925347151,-0.07704695468877885
12383,0.08673382481061084,0.25074229315116986,0.10176844090624708,-0.024023351393311715,-0.10795279139972609,-0.05654368918887091,-0.014281849185246045,0.068680066932979
12384,-0.2999884640784974,-0.42599228298800895,-0.2554522900066366,-0.08034037049865071,-0.4387203644967701,0.38249389498398956,0.2878552307016233,-0.2143201988131419
12386,-0.2999884640784974,-0.6126776833022652,-0.08814266254538458,-0.1469849991842349,-0.8849940742308771,-0.12030378766445435,-0.11646697981231455,-0.16842826382728446
12388,0.2156412544403136,-0.06428931987913754,0.009699224858856357,0.04381797548382734,-0.2724615314585733,-0.08487691464417457,-0.13289906466302995,0.054590437770654344
12390,-0.42889589370820014,-0.3559852578701629,0.17015992020181153,0.10661858375859619,0.5325812390421685,0.026815761628129146,0.016482735217628268,-0.1686295442438891
12391,-0.42889589370820014,0.34408499330829795,0.09237561971543998,0.041961990841731765,3.682748601871159,-0.1139916295286972,-0.11894517300211066,-0.1792974063239349
12393,-0.04217360481909191,-0.1809676950755477,-0.048516698146666995,-0.0054601128333242105,-0.32058908839068295,-0.13050149597340152,-0.175013564881529,-0.07543671135594175
12394,-0.2999884640784974,-0.42599228298800895,0.2530809197769057,0.16942161498981703,-0.4387203644967701,-0.030546480152126413,-0.008301198632086206,-0.07483287010612784
12395,0.9890858322185301,0.33241715578865694,-0.08887647670091639,-0.11020270302824131,-0.46497175918701167,0.024247945818464556,0.04745227882677376,0.18663039106329682
12397,-0.2999884640784974,0.5541060686618362,0.5788944048330281,0.5828094841044879,2.160167709837147,-0.02161296908693724,-0.025768027536623928,0.014535634866331401
12398,-0.42889589370820014,0.26241013067081087,1.6979609920190342,0.8958869561137366,3.3152290762077765,-0.15679283636010152,0.0013133455620074669,0.04090336944153897
12399,-0.04217360481909191,-0.1809676950755477,0.08430366400459009,-0.09158712860889448,-0.37309187777116615,-0.14562788474350857,-0.042600482215750676,-0.002573200545062822
12401,-0.42889589370820014,-0.6710168709004702,-0.33176896218194457,-0.23177636021573841,-0.8849940742308771,0.5474657428367619,0.016325892726892326,-0.23746744672267528
12402,-0.42889589370820014,-0.6010098457826242,-0.20995581236366456,-0.1290672362230128,-0.569977337947978,-0.037860123083559884,-0.025841252791228456,-0.22076117214449031
12403,-0.42889589370820014,-0.6710168709004702,-0.20702055574153735,0.017836613450942257,-0.8849940742308771,0.30927109620441706,0.09126251947504202,-0.22035861131128104
12405,-0.42889589370820014,-0.09929283243806057,0.9098445889778731,0.9502072168071298,1.6876426054127982,-0.014649871612631565,0.06025600434372454,-0.06718421427515159
12406,-0.2999884640784974,0.34408499330829795,0.986161261153181,0.948215546603732,1.582637026651832,-0.11150454586486772,-0.09798212266255835,0.12624626608190545
12407,0.08673382481061084,-0.06428931987913754,0.06771946408957125,-0.04473090641316145,-0.33896506467385207,-0.04001363112753865,-0.010782361775803195,0.045331538606841
12408,0.08673382481061084,0.2157387805922468,0.0656647844540822,0.12687692265227826,-0.044949444143146326,-0.06241725348561598,-0.046991426383581954,0.043922575690608534
12409,-0.17108103444879466,0.33241715578865694,2.367688711301063,2.389806792657045,0.7600933263575957,-0.01187983702853652,-0.04549667724347197,0.8776260612670187
12410,-0.2999884640784974,-0.42599228298800895,-0.193078086786433,-0.04106666937107136,-0.46497175918701167,0.24105440450615973,0.1776357702231045,-0.1972113634017477
12412,-0.17108103444879466,-0.22763904515411174,0.05764174968693441,0.004214752278800193,-0.07995130373013518,-0.09073370949582732,-0.04114831065615332,-0.07282006594008145
12413,-0.17108103444879466,-0.3909887704290859,-0.20799897461557973,-0.10936860026970162,-0.4824726889805061,0.10024806115356363,0.07886837977716242,-0.18211533215639983
12414,-0.17108103444879466,-0.5426706581844192,-0.20115004249728288,-0.1567834350754022,-0.8324912848503938,0.4457749513898762,0.5395368264411733,-0.1792974063239349
12415,2.1492526988858547,4.451163800221935,5.08021526545878,4.030696590971781,0.642587083458419,-0.07102656640874105,0.4678592986633745,15.393768426376901
12417,0.6023635433294219,1.114162269604605,-0.09482852485134104,0.0016674173957848342,-0.027448514349652002,0.1496730485169438,0.045552930608613075,0.07270567526507175
12418,-0.42889589370820014,-0.33264958283088086,0.2494118489992467,0.1929291384853918,0.6375868178031349,-0.01280363356893348,-0.06229000424085849,-0.15776040174723865
12420,-0.42889589370820014,-0.3909887704290859,0.15841889371330262,0.14336271835047376,0.375072870900719,0.09189478805094681,-0.01597926102039412,-0.1702397875767262
12421,-0.04217360481909191,-0.3559852578701629,-0.170329847964947,-0.1463962207664422,-0.5568516406028572,0.07476134111399123,0.17766171281727433,-0.14226180966868154
12422,-0.17108103444879466,-0.2743103952326758,-0.16690538190579857,-0.09835384023971983,-0.46497175918701167,-0.04066831709755958,0.10294987722448823,-0.16520777716161025
12423,0.47345611369971907,0.40242418090650306,-0.10226858503937188,-0.12411441036593254,-0.32715193706324336,-0.07242666369135288,-0.014352728230811298,0.02983294652828388
12424,-0.2999884640784974,-0.3793209329094449,0.19510960148989298,0.34695648012770325,-0.35996618042604533,-0.08460512844481179,-0.1477948712107569,-0.09073402301789422
12425,-0.42889589370820014,-0.30931390779159884,0.38003076868390834,0.2718835974244568,0.7425923965641011,-0.10441396529722816,-0.10128697197120519,-0.1398464446694259
12426,-0.42889589370820014,-0.3793209329094449,0.030735230650768174,0.13052589506872178,0.4275756602812022,0.021269338205744507,-0.006773372742698259,-0.18775118382132971
12427,-0.17108103444879466,-0.42599228298800895,-0.08716424367134219,-0.09296518509086811,-0.6049791975349668,0.08106525733407358,0.03325021550560978,-0.13239906925505426
12428,0.6023635433294219,2.2809460215687065,0.22870198283201573,0.3495522741397549,0.5675830986291571,0.08458162485339853,0.6649936438800599,0.47204602180867333
12429,-0.04217360481909191,0.2274066181118878,0.22336144647786754,0.3884762618861213,0.12568462134342398,-0.006728764502363516,-0.010261674791212577,0.07371207734809494
12430,-0.42889589370820014,-0.6010098457826242,-0.17620036120920143,-0.10667911860817948,-0.569977337947978,0.23098334521336655,0.38679421171246714,-0.21613172256258364
12431,1.3758081211076383,1.17250145720281,-0.06241024615806921,0.021323247785113863,-0.3249643208390566,0.005941704203035337,-0.08095319639097268,0.34765472434700717
12432,0.08673382481061084,0.5191025561029132,0.18072684404146955,0.44245779326754936,-0.013447770514856353,0.6272456805709932,3.3391855313228866,0.1228244989996266
12433,0.3445486840700163,1.8259003583027067,1.9732461309371094,1.0959106646275252,2.002659341695697,-0.1384672201049994,-0.11387127230159973,1.98869396092462
12434,-0.2999884640784974,-0.1926355325951887,-0.0587900963241123,-6.661177156897987e-05,0.16506171337878633,-0.002892149539833972,-0.07439921992351535,-0.16037704716309895
12435,-0.2999884640784974,-0.3676530953898039,1.1600752160142194,2.5526694450009244,-0.20245781228459583,0.16261343076187385,-0.0036015021854702936,0.17394972481720464
